站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
50353,20251226160500,31.4,1004.2,34,78,11.3,0.2,10072.0
50442,20251226160500,2.4,1014.2,4,91,10.2,0.9,10377.9
50468,20251226160500,20.9,1010.0,48,58,10.4,0.1,10499.6
50557,20251226160500,5.8,1005.2,17,297,0.3,1.3,10158.2
50564,20251226160500,27.8,1015.6,36,214,13.3,1.3,10084.1
50656,20251226160500,34.8,1013.7,71,244,10.6,0.5,10389.0
50658,20251226160500,0.8,1006.4,6,29,13.9,0.0,10209.5
50674,20251226160500,29.5,1002.8,65,183,3.0,0.9,10359.0
50739,20251226160500,33.3,1011.4,60,21,3.0,1.1,10294.5
50742,20251226160500,6.5,1010.5,40,55,0.4,0.8,10006.6
50745,20251226160500,6.0,1022.2,99,161,10.1,0.6,10068.9
50756,20251226160500,19.2,1003.2,85,317,3.2,1.2,10114.4
50758,20251226160500,11.3,1000.1,38,268,10.6,0.2,10281.7
50774,20251226160500,8.8,1019.9,84,66,3.9,0.5,10380.2
50778,20251226160500,19.4,1025.5,2,266,6.3,0.1,10289.4
50788,20251226160500,16.6,1002.1,4,321,13.0,0.8,10072.6
50844,20251226160500,6.3,1008.0,29,128,6.1,0.1,10141.6
50853,20251226160500,31.9,1014.0,84,318,0.4,0.4,10222.6
50854,20251226160500,29.6,1001.8,58,132,6.8,0.7,10169.7
50862,20251226160500,28.3,1024.7,34,272,12.5,1.2,10331.7
50873,20251226160500,0.6,1003.8,17,21,0.0,1.1,10323.4
50877,20251226160500,1.1,1010.2,28,63,8.0,0.8,10295.2
50888,20251226160500,23.6,1013.0,39,22,4.3,0.6,10004.0
50950,20251226160500,21.3,1011.7,59,69,11.9,0.3,10033.2
50953,20251226160500,34.5,1000.4,89,283,0.9,0.5,10382.3
50955,20251226160500,25.9,1004.7,98,92,8.7,0.6,10172.1
50963,20251226160500,21.7,1016.6,98,213,0.8,1.3,10209.1
50968,20251226160500,15.3,1018.9,30,267,0.1,0.7,10141.9
50973,20251226160500,7.3,1004.4,27,268,10.5,0.3,10039.9
50978,20251226160500,31.4,1015.8,31,183,1.1,0.4,10244.6
50983,20251226160500,14.8,1002.7,67,107,5.9,0.8,10048.0
54094,20251226160500,21.7,1024.4,48,43,6.5,0.3,10318.1
54096,20251226160500,6.7,1018.4,88,202,5.9,0.3,10313.8
57251,20251226160500,21.6,1003.9,72,83,8.2,0.4,10232.4
57256,20251226160500,19.5,1007.0,54,205,14.2,1.4,10146.4
57259,20251226160500,20.3,1009.4,39,223,12.5,0.5,10411.8
57265,20251226160500,9.1,1006.2,41,280,3.7,0.6,10233.7
57278,20251226160500,29.8,1002.7,4,94,4.3,1.3,10106.2
57279,20251226160500,12.5,1012.5,84,61,14.7,1.0,10250.2
57355,20251226160500,4.1,1021.4,55,295,4.0,0.4,10008.1
57358,20251226160500,26.6,1000.5,76,199,9.0,0.8,10090.6
57359,20251226160500,32.7,1001.1,73,125,13.3,0.1,10020.8
57363,20251226160500,27.8,1017.4,67,323,3.1,0.9,10148.9
57378,20251226160500,22.8,1007.4,99,99,13.6,1.4,10042.2
57381,20251226160500,12.6,1013.8,24,124,6.5,0.8,10280.5
57395,20251226160500,25.5,1006.2,33,162,2.0,0.3,10468.9
57399,20251226160500,20.3,1013.3,4,163,4.4,0.8,10256.3
57439,20251226160500,27.7,1019.4,36,305,10.0,0.2,10105.1
57445,20251226160500,28.6,1007.2,71,195,4.0,0.8,10281.9
57447,20251226160500,0.6,1011.3,34,171,10.3,0.5,10456.5
57458,20251226160500,2.3,1018.1,81,149,10.1,0.0,10173.7
57461,20251226160500,24.6,1007.2,98,273,4.1,0.7,10118.0
57476,20251226160500,4.4,1023.1,29,62,2.6,1.5,10351.2
57482,20251226160500,16.6,1023.2,40,314,12.8,1.2,10224.8
57483,20251226160500,3.1,1012.8,14,264,12.6,0.1,10013.1
57493,20251226160500,18.0,1004.2,6,336,5.4,1.3,10474.7
57494,20251226160500,14.8,1024.1,75,162,0.0,1.2,10131.0
57545,20251226160500,27.6,1016.5,72,324,3.7,0.3,10463.5
57573,20251226160500,1.7,1016.5,97,28,3.8,0.9,10241.8
57581,20251226160500,1.7,1019.1,17,227,8.8,0.8,10258.9
57583,20251226160500,34.5,1011.8,49,163,0.6,0.9,10058.7
57595,20251226160500,15.8,1018.5,50,24,5.5,0.7,10016.4
58402,20251226160500,34.5,1016.4,1,264,13.9,0.9,10315.0
58407,20251226160500,33.0,1003.2,40,349,13.8,1.2,10234.0
58500,20251226160500,12.9,1004.1,21,144,8.9,0.7,10168.7
57554,20251226160500,4.7,1021.2,36,86,12.0,0.5,10307.4
57562,20251226160500,32.7,1023.2,15,4,13.3,0.7,10405.8
57574,20251226160500,22.3,1011.9,79,75,3.6,0.4,10281.5
57584,20251226160500,32.7,1016.8,65,296,13.9,1.1,10254.3
57642,20251226160500,3.0,1019.1,59,38,9.1,1.1,10393.7
57649,20251226160500,16.3,1004.7,49,280,13.1,0.6,10413.5
57655,20251226160500,16.7,1013.0,73,350,1.0,1.2,10239.7
57662,20251226160500,34.8,1024.3,93,55,12.8,0.9,10448.2
57669,20251226160500,26.8,1005.5,57,30,0.8,0.2,10337.8
57671,20251226160500,25.1,1020.2,40,114,4.2,0.3,10085.5
57673,20251226160500,2.5,1001.5,77,152,2.2,1.0,10259.7
57679,20251226160500,3.4,1009.4,36,333,8.4,0.8,10497.0
57682,20251226160500,11.2,1019.1,73,172,2.3,1.1,10427.7
57687,20251226160500,23.4,1004.7,35,325,4.1,0.0,10486.9
57745,20251226160500,33.5,1016.5,60,173,12.2,1.1,10067.4
57749,20251226160500,19.6,1008.2,49,183,11.1,0.3,10068.1
57752,20251226160500,19.7,1018.9,91,39,10.5,1.2,10417.9
57758,20251226160500,17.9,1022.4,11,183,5.8,0.6,10478.4
57761,20251226160500,4.9,1024.6,7,227,5.3,0.7,10287.5
57766,20251226160500,22.7,1006.8,19,184,1.5,0.1,10031.9
57774,20251226160500,7.8,1023.4,41,147,4.3,1.1,10374.0
57776,20251226160500,19.8,1009.0,91,89,1.4,0.6,10491.1
57779,20251226160500,22.2,1018.8,59,103,8.5,0.1,10478.3
57780,20251226160500,18.8,1005.3,12,298,1.3,0.8,10437.6
57841,20251226160500,2.9,1004.0,35,109,5.4,0.4,10465.5
57845,20251226160500,34.9,1024.8,34,230,6.5,0.3,10496.6
57853,20251226160500,33.1,1009.3,10,173,8.1,0.5,10224.0
57857,20251226160500,6.8,1010.9,14,229,13.9,1.0,10496.4
57860,20251226160500,25.3,1003.3,88,54,10.3,1.0,10473.8
57866,20251226160500,31.0,1009.7,70,329,3.7,0.0,10066.4
57872,20251226160500,25.3,1008.4,83,324,9.4,0.7,10222.1
57874,20251226160500,27.8,1016.2,99,26,1.8,0.6,10483.7
57889,20251226160500,5.8,1018.3,32,221,9.8,0.7,10196.5
57965,20251226160500,25.4,1021.4,14,336,3.3,1.1,10480.8
57972,20251226160500,27.1,1021.5,73,106,5.7,0.0,10329.5
57974,20251226160500,25.1,1004.9,43,341,14.1,0.7,10278.4
50936,20251226160500,30.9,1012.8,99,159,5.8,1.4,10300.9
50945,20251226160500,25.7,1024.4,95,103,0.9,1.4,10021.7
50948,20251226160500,24.2,1007.9,76,75,13.6,0.1,10466.6
50949,20251226160500,19.3,1009.5,61,127,7.4,1.2,10226.2
54041,20251226160500,21.7,1014.7,24,89,7.2,1.2,10371.0
54049,20251226160500,8.0,1024.0,96,257,4.9,1.2,10400.9
54063,20251226160500,6.0,1012.6,13,205,13.7,0.0,10498.1
54064,20251226160500,22.4,1001.3,57,107,5.9,1.0,10484.3
54142,20251226160500,13.3,1004.1,100,303,0.8,1.1,10095.0
54157,20251226160500,8.0,1008.8,36,173,2.3,1.3,10027.4
54161,20251226160500,2.5,1012.8,75,55,6.4,0.6,10123.2
54165,20251226160500,20.4,1021.6,100,288,1.2,1.1,10311.7
54171,20251226160500,27.1,1025.3,29,286,2.1,1.3,10497.2
54181,20251226160500,8.2,1020.3,1,42,2.2,0.6,10075.9
54186,20251226160500,14.7,1005.9,23,42,6.9,1.3,10232.2
54195,20251226160500,3.6,1009.1,35,290,5.0,0.3,10093.8
54260,20251226160500,16.2,1019.5,98,125,13.5,1.1,10431.8
54263,20251226160500,30.7,1018.2,39,269,1.1,0.6,10498.3
54266,20251226160500,8.5,1015.4,18,234,6.4,0.5,10495.1
54273,20251226160500,33.5,1024.6,41,311,1.9,1.3,10253.6
54276,20251226160500,22.1,1003.2,40,265,2.7,0.9,10411.9
54284,20251226160500,6.5,1017.8,9,162,7.1,0.3,10354.0
54285,20251226160500,3.4,1016.7,100,151,4.2,0.5,10328.9
54286,20251226160500,5.8,1014.7,28,163,1.0,0.5,10351.4
54292,20251226160500,3.2,1022.5,62,105,14.2,0.0,10044.3
54363,20251226160500,27.1,1007.5,34,158,13.5,0.3,10045.8
54374,20251226160500,5.8,1022.5,61,264,2.0,1.4,10416.5
54377,20251226160500,26.2,1013.2,31,92,11.0,1.5,10041.8
54386,20251226160500,2.2,1006.1,35,36,12.6,1.5,10038.0
58026,20251226160500,27.0,1021.6,65,143,12.8,0.2,10141.2
58027,20251226160500,6.5,1018.5,63,304,0.2,1.4,10329.5
58038,20251226160500,17.2,1004.6,51,106,11.5,0.9,10283.8
58040,20251226160500,12.7,1022.2,86,240,11.3,0.0,10158.8
58047,20251226160500,34.1,1005.8,46,33,9.6,0.3,10253.5
58130,20251226160500,12.6,1013.0,86,172,10.2,0.5,10436.1
58135,20251226160500,5.4,1020.0,13,157,12.3,0.4,10469.1
58138,20251226160500,23.9,1003.4,27,156,12.2,0.4,10168.4
58141,20251226160500,33.7,1018.9,37,249,9.0,1.1,10137.1
58143,20251226160500,18.6,1014.3,89,185,13.3,0.2,10414.3
58150,20251226160500,3.7,1020.1,63,113,3.3,0.5,10373.0
58158,20251226160500,5.7,1001.4,11,298,1.3,1.2,10069.1
58238,20251226160500,8.7,1021.4,7,17,3.0,0.4,10235.5
58241,20251226160500,27.0,1021.0,59,299,9.8,0.0,10476.8
58251,20251226160500,18.3,1001.6,22,52,2.2,1.0,10361.6
58252,20251226160500,15.6,1025.6,6,25,5.7,0.2,10204.5
58255,20251226160500,2.3,1016.0,51,302,10.6,1.2,10169.0
58259,20251226160500,23.7,1020.8,7,339,9.6,1.4,10230.3
58265,20251226160500,24.6,1002.3,83,290,5.4,0.3,10283.0
58343,20251226160500,22.7,1012.4,88,65,1.3,0.1,10481.8
58345,20251226160500,17.2,1008.9,5,95,8.0,1.4,10246.3
58354,20251226160500,33.8,1003.9,9,307,3.9,1.5,10080.0
58356,20251226160500,13.5,1008.5,36,202,6.3,0.0,10491.2
58358,20251226160500,21.7,1024.6,73,6,12.1,0.7,10447.0
57598,20251226160500,18.6,1008.9,79,68,14.5,0.6,10413.7
57696,20251226160500,32.7,1015.2,6,246,5.6,0.7,10326.5
57789,20251226160500,9.7,1019.5,81,343,7.5,0.6,10336.0
57793,20251226160500,14.0,1012.7,73,98,12.5,1.5,10381.0
57799,20251226160500,19.8,1004.9,68,304,10.0,0.1,10378.7
57894,20251226160500,19.8,1018.3,60,215,7.5,1.1,10032.3
57896,20251226160500,8.3,1008.6,66,0,10.7,0.7,10109.1
57993,20251226160500,8.4,1003.4,57,155,10.3,1.3,10270.5
58506,20251226160500,22.9,1001.4,60,159,11.5,1.3,10035.9
