站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
52661,20251226141600,24.4,1009.6,16,354,13.4,0.6,10214.2
52674,20251226141600,23.9,1008.9,38,118,2.2,1.1,10086.8
52679,20251226141600,7.2,1020.1,25,136,13.4,0.0,10075.8
52681,20251226141600,20.3,1004.9,99,212,4.1,1.5,10466.3
52787,20251226141600,4.3,1003.5,38,209,9.2,0.6,10471.9
52797,20251226141600,12.8,1010.5,0,48,12.5,1.5,10415.9
52884,20251226141600,24.9,1011.8,89,101,2.1,1.1,10027.4
52895,20251226141600,20.5,1016.3,80,90,9.7,1.4,10461.4
52983,20251226141600,23.9,1024.4,65,174,6.7,0.4,10182.8
52984,20251226141600,0.9,1025.1,8,287,9.1,1.5,10180.5
52986,20251226141600,11.8,1017.6,11,257,14.4,1.4,10006.2
52996,20251226141600,11.5,1020.5,78,343,4.3,0.2,10147.7
53821,20251226141600,24.3,1019.8,15,24,3.0,0.3,10362.7
53915,20251226141600,29.7,1017.0,84,76,5.8,1.0,10227.8
53923,20251226141600,15.0,1019.8,60,268,10.9,0.9,10382.1
56074,20251226141600,20.5,1008.8,45,283,13.3,0.8,10275.4
56080,20251226141600,2.9,1000.6,68,2,12.5,0.4,10120.9
56093,20251226141600,30.5,1022.6,17,304,6.8,0.7,10217.5
56096,20251226141600,17.7,1009.6,91,67,3.7,0.2,10298.2
57014,20251226141600,9.8,1005.4,96,354,12.3,0.2,10370.1
57996,20251226141600,30.8,1013.8,65,147,3.4,1.0,10036.6
59072,20251226141600,25.9,1021.7,43,216,8.5,0.8,10331.0
59082,20251226141600,20.4,1016.8,66,101,12.4,1.2,10263.5
59087,20251226141600,26.3,1011.7,18,22,5.2,0.5,10365.0
59088,20251226141600,17.7,1002.2,14,145,11.5,0.4,10122.0
59096,20251226141600,29.9,1004.6,26,309,0.1,1.0,10063.6
59097,20251226141600,3.6,1024.9,57,270,2.7,0.2,10026.7
59107,20251226141600,15.3,1009.2,58,237,2.5,0.3,10136.6
59116,20251226141600,32.9,1010.9,29,236,6.1,0.8,10166.2
59117,20251226141600,32.6,1003.5,94,77,0.8,1.3,10083.6
59271,20251226141600,30.9,1013.4,74,306,11.3,0.6,10439.6
59278,20251226141600,4.0,1003.9,53,163,11.7,0.7,10383.0
59280,20251226141600,14.4,1014.6,65,203,4.2,1.4,10090.5
59287,20251226141600,10.5,1011.3,29,1,1.0,0.7,10434.3
59289,20251226141600,26.9,1003.4,27,140,10.3,0.9,10168.2
59293,20251226141600,1.6,1012.7,52,78,7.2,1.1,10205.1
59294,20251226141600,33.9,1008.7,6,315,2.9,0.5,10252.8
59298,20251226141600,27.3,1008.4,100,129,14.4,0.1,10041.9
59303,20251226141600,5.5,1008.6,3,346,10.2,1.1,10035.1
59304,20251226141600,0.5,1024.1,81,83,6.4,1.2,10231.3
59306,20251226141600,23.6,1019.5,31,107,6.9,0.5,10068.3
59310,20251226141600,0.0,1004.8,94,214,7.2,0.9,10255.7
59316,20251226141600,26.7,1007.5,26,94,3.9,0.3,10150.8
59317,20251226141600,19.1,1000.2,46,159,5.0,1.1,10337.5
59324,20251226141600,26.4,1014.5,85,242,3.2,1.5,10481.4
59456,20251226141600,30.4,1021.4,20,214,12.2,0.7,10464.9
59462,20251226141600,19.7,1003.0,34,126,11.3,0.5,10283.0
59478,20251226141600,0.2,1001.0,89,45,5.4,1.0,10488.1
59485,20251226141600,0.4,1021.7,3,151,13.9,0.3,10326.2
59488,20251226141600,32.4,1012.8,24,108,13.2,1.0,10113.0
59493,20251226141600,30.6,1000.8,56,185,10.0,0.2,10465.5
59501,20251226141600,11.3,1018.4,60,147,9.1,1.5,10474.1
59658,20251226141600,19.5,1002.6,52,182,10.0,0.4,10290.4
59663,20251226141600,24.1,1010.9,99,305,8.9,1.3,10361.5
59664,20251226141600,12.3,1011.3,60,220,12.8,0.7,10116.1
59673,20251226141600,23.0,1023.0,80,66,4.7,0.0,10291.3
59754,20251226141600,3.8,1009.3,59,254,13.6,1.2,10335.9
57947,20251226141600,8.6,1004.3,94,287,3.0,1.5,10375.6
57957,20251226141600,26.9,1001.1,89,153,12.9,1.4,10315.2
57958,20251226141600,15.9,1009.9,93,139,11.7,0.7,10029.6
59021,20251226141600,6.4,1007.9,42,152,12.4,0.9,10154.4
59023,20251226141600,21.0,1014.4,35,316,4.0,1.1,10277.6
59027,20251226141600,27.0,1013.3,48,159,12.4,0.3,10322.3
59037,20251226141600,20.5,1025.5,30,276,10.7,0.0,10440.3
59046,20251226141600,27.4,1007.3,89,118,8.7,0.8,10201.9
59058,20251226141600,21.1,1012.1,70,73,5.3,0.7,10157.5
59065,20251226141600,29.3,1022.9,89,155,10.2,1.3,10111.9
59209,20251226141600,32.8,1018.7,51,275,7.0,0.0,10262.1
59211,20251226141600,22.9,1025.9,40,303,11.8,0.3,10112.4
59218,20251226141600,30.5,1009.3,88,319,13.5,0.8,10332.1
59228,20251226141600,8.8,1022.4,47,33,12.3,0.7,10434.6
59242,20251226141600,12.7,1002.4,85,127,11.9,0.1,10439.2
59254,20251226141600,8.9,1006.8,100,88,7.2,1.5,10180.5
59265,20251226141600,19.2,1023.0,23,290,6.0,1.5,10376.8
59417,20251226141600,9.5,1001.8,21,135,14.2,0.7,10460.5
59431,20251226141600,31.7,1019.1,0,316,8.1,0.3,10347.3
59446,20251226141600,25.0,1015.8,52,351,11.8,0.6,10495.8
59453,20251226141600,4.1,1001.9,22,275,9.6,0.2,10040.9
59626,20251226141600,5.7,1008.3,1,74,12.1,0.0,10269.1
59631,20251226141600,31.5,1023.6,86,324,10.0,1.5,10044.5
59632,20251226141600,28.1,1016.0,95,313,12.0,0.8,10385.3
59644,20251226141600,13.9,1007.3,65,182,1.0,1.3,10499.3
59647,20251226141600,25.6,1025.8,30,195,2.8,0.5,10091.2
56691,20251226141600,25.2,1007.6,83,307,3.3,1.0,10343.2
56693,20251226141600,33.5,1000.9,22,276,4.9,1.2,10127.9
56792,20251226141600,32.0,1025.7,29,71,7.3,1.2,10224.5
56793,20251226141600,33.5,1004.0,98,203,1.0,1.3,10257.4
57606,20251226141600,29.0,1010.0,26,82,0.6,0.5,10302.2
57614,20251226141600,29.1,1006.5,6,216,6.5,0.6,10294.1
57625,20251226141600,1.6,1003.4,92,358,7.9,1.4,10342.6
57647,20251226141600,0.2,1000.4,90,17,12.1,0.9,10217.0
57707,20251226141600,3.3,1000.5,7,356,14.7,0.8,10144.3
57710,20251226141600,30.4,1020.5,75,207,3.1,1.0,10226.9
57712,20251226141600,19.8,1011.6,6,194,12.5,0.6,10239.6
57718,20251226141600,15.4,1023.1,35,348,2.3,0.1,10182.1
57722,20251226141600,4.6,1005.6,70,222,12.8,0.5,10074.0
57729,20251226141600,32.6,1024.9,5,332,5.9,1.3,10007.7
57731,20251226141600,9.2,1022.7,2,110,10.8,0.8,10342.6
57741,20251226141600,3.6,1024.2,39,302,8.0,0.0,10287.1
57803,20251226141600,5.5,1021.2,49,44,2.5,1.0,10270.8
57805,20251226141600,30.4,1016.2,48,190,4.6,1.2,10381.4
57806,20251226141600,30.7,1006.3,90,322,9.1,0.9,10312.6
57816,20251226141600,34.9,1004.4,43,125,7.3,0.3,10413.0
57825,20251226141600,20.3,1001.5,44,91,4.9,0.7,10463.8
57827,20251226141600,17.5,1017.7,99,229,6.4,1.3,10243.9
57832,20251226141600,31.2,1000.6,38,161,5.7,1.0,10447.6
57839,20251226141600,24.8,1004.3,88,189,0.4,0.5,10107.5
57840,20251226141600,7.7,1009.6,68,141,6.3,0.6,10289.4
57902,20251226141600,31.2,1008.1,11,187,9.3,0.8,10080.4
57906,20251226141600,5.9,1003.6,73,41,13.4,0.8,10146.6
57907,20251226141600,9.1,1009.9,44,61,0.4,0.2,10391.1
57910,20251226141600,0.9,1011.9,57,326,3.5,0.5,10412.8
57912,20251226141600,9.8,1015.7,39,232,2.8,1.0,10227.7
57916,20251226141600,2.2,1017.1,15,353,4.7,0.8,10253.7
57922,20251226141600,3.4,1024.8,86,215,3.9,1.2,10349.9
57926,20251226141600,14.6,1014.3,73,165,5.7,0.6,10048.3
57932,20251226141600,34.4,1007.9,93,174,3.6,0.2,10312.1
59758,20251226141600,11.4,1020.5,22,358,4.3,1.5,10393.7
59838,20251226141600,29.3,1023.1,69,197,9.1,0.1,10052.6
59845,20251226141600,18.1,1024.2,42,189,0.0,0.1,10131.8
59849,20251226141600,20.9,1023.0,10,283,6.4,0.4,10226.6
59855,20251226141600,25.0,1007.7,0,7,3.4,0.2,10278.1
59948,20251226141600,27.7,1022.5,85,10,2.8,0.8,10233.4
59954,20251226141600,2.0,1018.9,41,243,8.7,1.3,10365.7
59981,20251226141600,13.9,1015.9,23,159,13.6,0.7,10128.2
53399,20251226141600,0.1,1002.3,95,113,7.7,1.2,10047.8
53593,20251226141600,1.1,1010.1,96,330,7.4,0.3,10084.9
53698,20251226141600,20.4,1005.2,82,56,6.3,0.8,10223.2
53798,20251226141600,15.2,1013.7,76,64,0.3,1.3,10079.9
54308,20251226141600,13.9,1011.0,62,92,3.5,1.3,10088.1
54311,20251226141600,11.2,1010.1,36,163,14.0,0.4,10392.6
54401,20251226141600,16.6,1020.2,78,120,8.6,0.7,10346.5
54405,20251226141600,0.1,1007.7,29,254,4.9,0.0,10475.8
54423,20251226141600,0.4,1000.4,83,214,1.6,0.6,10132.4
54429,20251226141600,20.1,1000.2,81,223,0.5,1.5,10159.3
54436,20251226141600,34.5,1025.5,88,253,11.9,0.2,10374.3
54449,20251226141600,20.5,1002.5,83,137,8.3,0.3,10064.7
54518,20251226141600,13.4,1011.9,90,49,4.1,0.2,10410.7
54534,20251226141600,30.9,1001.1,29,63,4.0,1.0,10047.9
54535,20251226141600,4.8,1007.5,20,303,7.0,0.9,10423.9
54539,20251226141600,9.0,1001.7,46,327,8.5,0.2,10368.6
54602,20251226141600,6.8,1020.3,36,284,0.5,0.4,10332.4
54606,20251226141600,4.8,1001.0,0,109,3.7,1.4,10133.3
54618,20251226141600,27.9,1020.4,12,77,2.9,0.4,10284.2
54624,20251226141600,10.1,1010.5,27,333,5.4,1.3,10145.3
54705,20251226141600,4.1,1007.9,46,51,5.4,1.3,10188.4
53898,20251226141600,25.9,1007.6,95,239,14.2,0.2,10069.7
53986,20251226141600,33.1,1014.9,49,202,6.0,1.2,10028.3
57051,20251226141600,33.9,1019.3,61,270,11.5,1.5,10099.5
57067,20251226141600,22.2,1009.8,35,203,3.7,0.6,10185.4
57071,20251226141600,19.1,1021.5,42,53,14.7,0.4,10426.8
57077,20251226141600,9.1,1007.1,62,332,9.2,0.3,10403.6
57083,20251226141600,15.2,1003.5,22,31,9.4,1.1,10004.5
57084,20251226141600,15.9,1004.4,47,251,2.2,0.3,10464.6
57089,20251226141600,1.1,1000.0,22,345,12.1,1.3,10034.8
57091,20251226141600,2.0,1023.9,13,23,6.6,1.2,10348.4
57156,20251226141600,15.8,1013.2,44,221,1.2,0.8,10406.0
57178,20251226141600,0.8,1002.5,61,188,14.0,1.2,10314.3
57181,20251226141600,21.4,1013.4,52,78,8.5,1.2,10079.5
57193,20251226141600,15.8,1014.7,43,120,0.9,0.7,10000.8
57285,20251226141600,12.7,1020.4,13,105,11.8,0.3,10052.2
57290,20251226141600,18.3,1002.0,3,183,0.1,0.5,10405.8
57297,20251226141600,19.3,1003.9,83,9,1.3,0.1,10089.4
58005,20251226141600,0.0,1014.4,4,288,7.3,0.3,10147.9
58111,20251226141600,28.2,1014.9,73,149,12.0,0.9,10072.7
58208,20251226141600,14.1,1009.7,85,106,12.2,0.8,10166.3
50136,20251226141600,2.5,1020.6,86,60,0.2,0.8,10113.0
50246,20251226141600,26.7,1000.9,17,68,4.5,1.2,10307.5
50247,20251226141600,6.9,1019.0,12,321,5.6,0.4,10419.1
50349,20251226141600,2.7,1004.6,76,250,13.3,0.3,10431.9
50353,20251226141600,25.7,1021.5,21,355,10.8,1.0,10099.4
50442,20251226141600,6.0,1019.3,61,139,1.0,0.3,10027.4
50468,20251226141600,10.5,1026.2,22,234,12.2,0.9,10487.4
50557,20251226141600,12.9,1015.6,46,258,6.9,0.9,10420.1
50564,20251226141600,5.4,1002.3,35,322,11.8,0.5,10379.2
50656,20251226141600,17.8,1002.6,64,268,14.4,1.0,10344.8
50658,20251226141600,15.4,1019.7,64,82,1.4,0.3,10141.5
50674,20251226141600,3.6,1016.8,61,67,5.2,0.3,10055.3
50739,20251226141600,22.1,1015.5,10,316,2.1,0.9,10283.8
50742,20251226141600,34.1,1005.4,29,260,2.5,1.5,10491.8
50745,20251226141600,12.1,1010.1,79,128,10.0,0.8,10192.3
50756,20251226141600,26.4,1000.6,59,213,0.2,1.5,10128.5
50758,20251226141600,0.4,1015.8,85,55,1.9,0.7,10390.3
50774,20251226141600,4.2,1009.2,0,313,6.8,0.4,10485.4
50778,20251226141600,14.5,1019.0,54,328,12.1,0.6,10440.7
50788,20251226141600,12.4,1026.3,71,118,5.0,0.9,10081.5
50844,20251226141600,20.4,1001.8,8,68,7.6,1.0,10198.1
50853,20251226141600,19.7,1013.7,33,89,0.6,0.8,10270.2
50854,20251226141600,32.4,1024.4,97,129,9.9,0.6,10199.2
50862,20251226141600,27.2,1010.4,36,306,13.9,0.5,10488.1
50873,20251226141600,33.9,1004.8,68,255,1.8,0.0,10023.1
50877,20251226141600,9.6,1025.5,69,226,7.8,0.6,10259.3
50888,20251226141600,13.4,1003.5,50,241,3.9,1.5,10170.0
50950,20251226141600,4.0,1015.2,39,43,12.8,0.7,10283.4
50953,20251226141600,26.8,1017.8,8,299,3.8,0.3,10318.9
50955,20251226141600,10.6,1015.2,27,104,13.8,1.3,10037.2
50963,20251226141600,21.8,1006.2,52,224,0.8,1.2,10272.4
50968,20251226141600,29.9,1006.5,35,290,8.3,0.0,10087.7
50973,20251226141600,6.1,1004.3,87,89,12.3,0.9,10480.5
50978,20251226141600,26.3,1017.5,4,29,7.9,0.6,10320.7
50983,20251226141600,26.9,1004.5,56,79,14.9,1.4,10053.8
54094,20251226141600,10.9,1011.4,22,159,6.6,0.5,10123.0
54096,20251226141600,14.9,1000.9,90,203,6.9,0.8,10330.1
57251,20251226141600,9.5,1002.8,49,278,14.5,0.1,10398.7
57256,20251226141600,17.5,1025.1,13,306,14.8,0.2,10095.0
57259,20251226141600,4.9,1020.8,12,349,7.4,1.1,10465.5
57265,20251226141600,9.0,1007.0,15,290,14.1,1.1,10334.0
57278,20251226141600,26.2,1013.8,95,357,9.9,0.3,10278.8
57279,20251226141600,14.4,1014.7,0,71,10.0,1.0,10453.1
57355,20251226141600,0.0,1009.2,72,260,4.7,1.4,10226.6
57358,20251226141600,27.1,1023.6,41,172,8.6,0.2,10100.2
57359,20251226141600,7.9,1001.1,37,182,13.6,1.2,10268.2
57363,20251226141600,13.5,1014.2,100,0,0.2,1.5,10392.4
57378,20251226141600,25.2,1023.9,84,313,12.4,1.3,10140.8
57381,20251226141600,12.1,1025.9,40,53,10.1,1.1,10404.7
57395,20251226141600,3.9,1010.6,80,241,3.2,1.0,10033.0
57399,20251226141600,27.0,1012.9,87,336,1.4,0.2,10449.8
57439,20251226141600,16.6,1002.7,56,170,13.9,0.1,10144.0
57445,20251226141600,21.3,1021.1,11,164,11.8,0.6,10306.1
57447,20251226141600,12.1,1002.0,56,150,9.6,0.9,10145.4
57458,20251226141600,18.0,1019.8,86,251,8.8,0.9,10082.1
57461,20251226141600,25.2,1017.6,5,178,1.0,1.0,10344.5
57476,20251226141600,4.9,1025.5,30,232,0.4,0.0,10275.6
57482,20251226141600,17.2,1008.3,55,115,3.8,0.9,10136.1
57483,20251226141600,3.7,1019.3,92,127,2.4,0.7,10143.1
57493,20251226141600,11.2,1001.7,51,176,5.3,0.0,10122.2
57494,20251226141600,16.4,1014.5,99,303,2.0,0.6,10143.4
57545,20251226141600,22.6,1010.4,78,340,3.4,0.3,10368.6
57573,20251226141600,27.4,1001.5,67,221,8.1,1.0,10035.3
57581,20251226141600,25.5,1002.3,26,269,13.6,0.5,10371.3
57583,20251226141600,14.1,1021.5,69,245,2.0,1.3,10119.5
57595,20251226141600,9.3,1013.9,1,79,13.5,0.2,10127.3
58402,20251226141600,6.9,1006.0,50,255,5.6,1.2,10381.1
58407,20251226141600,33.7,1020.6,28,174,5.0,0.9,10268.8
58500,20251226141600,8.8,1018.9,52,119,3.2,1.5,10038.6
57554,20251226141600,10.2,1007.3,0,107,12.4,1.5,10210.8
57562,20251226141600,15.9,1026.4,20,300,12.4,0.2,10081.2
57574,20251226141600,18.2,1015.6,79,121,9.9,1.1,10343.9
57584,20251226141600,9.9,1021.2,73,199,4.9,1.0,10104.5
57642,20251226141600,18.1,1010.3,44,155,9.4,1.4,10465.5
57649,20251226141600,21.8,1003.0,51,50,1.4,0.9,10328.2
57655,20251226141600,19.0,1010.0,19,93,3.8,1.1,10440.9
57662,20251226141600,3.8,1004.5,75,309,13.5,0.0,10238.1
57669,20251226141600,18.4,1003.8,3,325,14.8,0.0,10356.8
57671,20251226141600,29.2,1007.7,36,33,4.7,0.1,10381.8
57673,20251226141600,6.3,1022.1,19,325,9.4,0.4,10229.4
57679,20251226141600,8.2,1024.9,90,232,4.0,0.7,10169.7
57682,20251226141600,22.5,1002.9,94,231,2.2,0.7,10095.9
57687,20251226141600,22.1,1023.6,85,353,2.3,1.2,10329.0
57745,20251226141600,22.2,1015.9,26,257,14.6,1.5,10411.0
57749,20251226141600,4.0,1007.4,45,94,6.0,0.2,10164.1
57752,20251226141600,30.0,1010.8,7,297,8.2,0.0,10319.8
57758,20251226141600,15.7,1009.9,58,50,0.0,0.1,10442.0
57761,20251226141600,17.5,1023.7,10,339,7.8,0.3,10130.7
57766,20251226141600,12.4,1025.1,81,216,5.5,0.3,10276.0
57774,20251226141600,31.8,1016.7,58,328,5.0,1.1,10210.3
57776,20251226141600,3.5,1010.7,1,274,5.8,1.5,10232.5
57779,20251226141600,26.0,1002.6,84,155,2.5,0.5,10250.4
57780,20251226141600,20.3,1003.4,59,170,6.5,0.4,10314.7
57841,20251226141600,7.3,1018.8,30,281,6.5,0.7,10286.6
57845,20251226141600,31.6,1000.1,27,83,4.5,0.6,10271.8
57853,20251226141600,15.3,1022.9,49,295,1.7,0.0,10300.9
57857,20251226141600,19.2,1017.9,39,257,12.5,1.0,10312.5
57860,20251226141600,29.2,1006.3,80,347,12.1,0.7,10261.7
57866,20251226141600,28.6,1022.5,95,264,9.3,0.1,10263.9
57872,20251226141600,23.9,1014.0,17,54,14.4,0.1,10328.7
57874,20251226141600,26.3,1005.7,45,187,0.8,0.9,10074.8
57889,20251226141600,13.3,1002.9,56,337,7.4,1.4,10019.9
57965,20251226141600,4.5,1022.8,41,262,4.3,1.5,10355.6
57972,20251226141600,3.8,1000.3,100,357,0.0,0.2,10105.7
57974,20251226141600,19.5,1010.1,94,110,0.8,0.2,10348.4
50936,20251226141600,26.6,1024.2,85,141,0.9,0.7,10407.2
50945,20251226141600,33.3,1003.6,96,219,6.4,0.5,10264.2
50948,20251226141600,5.9,1016.3,39,47,7.1,0.1,10367.9
50949,20251226141600,32.2,1022.9,46,179,14.0,0.3,10083.2
54041,20251226141600,20.0,1026.1,25,28,12.9,1.0,10239.5
54049,20251226141600,3.8,1016.9,75,33,1.0,1.1,10136.8
54063,20251226141600,2.6,1015.4,64,285,6.4,1.3,10470.4
54064,20251226141600,8.8,1012.3,35,80,2.4,1.0,10126.5
54142,20251226141600,31.4,1003.4,17,56,13.3,0.8,10446.7
54157,20251226141600,1.4,1001.9,13,84,6.8,1.3,10212.4
54161,20251226141600,12.8,1010.5,41,136,3.6,0.7,10173.2
54165,20251226141600,5.0,1006.3,69,198,13.7,1.1,10408.0
54171,20251226141600,6.1,1017.6,86,168,5.7,1.4,10345.5
54181,20251226141600,34.0,1018.8,0,114,9.2,0.2,10466.8
54186,20251226141600,31.3,1011.4,70,313,12.1,0.6,10434.4
54195,20251226141600,20.7,1004.7,7,100,13.6,0.1,10347.3
54260,20251226141600,32.5,1008.3,16,306,1.9,1.0,10101.7
54263,20251226141600,17.8,1020.4,88,229,9.2,0.0,10500.0
54266,20251226141600,28.7,1020.1,39,292,6.8,1.0,10037.1
54273,20251226141600,34.1,1004.9,74,121,11.1,0.7,10102.8
54276,20251226141600,14.9,1025.5,13,324,2.5,0.8,10264.2
54284,20251226141600,24.6,1004.0,32,15,13.9,1.2,10364.4
54285,20251226141600,28.4,1000.2,42,41,11.1,0.9,10431.8
54286,20251226141600,23.1,1006.5,63,322,2.9,1.0,10155.3
54292,20251226141600,9.3,1020.7,52,304,11.9,0.0,10147.5
54363,20251226141600,24.5,1024.5,90,263,2.5,1.3,10241.1
54374,20251226141600,11.7,1012.4,58,201,3.8,0.6,10237.0
54377,20251226141600,9.9,1008.6,41,342,13.7,0.9,10367.5
54386,20251226141600,6.6,1026.2,98,231,9.6,1.3,10479.0
58026,20251226141600,26.8,1022.8,92,165,14.3,0.1,10284.9
58027,20251226141600,31.9,1003.4,15,296,8.0,1.3,10346.8
58038,20251226141600,1.9,1000.2,3,260,3.9,0.2,10013.8
58040,20251226141600,12.6,1018.3,18,124,7.3,0.0,10090.9
58047,20251226141600,32.1,1014.3,93,249,13.8,0.9,10303.0
58130,20251226141600,18.2,1018.6,94,233,3.2,1.4,10230.0
58135,20251226141600,31.3,1025.6,8,344,7.9,1.3,10112.0
58138,20251226141600,1.8,1001.9,30,136,14.4,1.1,10214.7
58141,20251226141600,6.9,1017.1,88,221,12.9,0.4,10092.7
58143,20251226141600,31.8,1013.4,49,332,6.7,0.0,10098.8
58150,20251226141600,5.0,1020.0,53,153,14.1,0.0,10266.1
58158,20251226141600,12.0,1021.3,56,210,3.2,0.5,10120.4
58238,20251226141600,22.8,1026.4,34,288,0.0,1.5,10404.0
58241,20251226141600,33.2,1021.3,7,322,5.7,0.8,10236.2
58251,20251226141600,2.7,1004.1,98,97,1.6,0.1,10162.5
58252,20251226141600,0.8,1014.2,30,40,11.2,0.0,10198.3
58255,20251226141600,19.6,1023.4,23,64,14.6,1.2,10192.1
58259,20251226141600,34.8,1002.2,77,192,2.2,0.9,10236.0
58265,20251226141600,2.9,1019.9,73,98,1.6,0.3,10219.3
58343,20251226141600,8.2,1021.4,49,152,5.1,0.8,10030.1
58345,20251226141600,16.5,1014.9,89,141,2.8,0.1,10157.7
58354,20251226141600,27.6,1012.0,43,87,2.4,1.2,10254.2
58356,20251226141600,19.6,1024.5,51,267,1.4,0.2,10327.6
58358,20251226141600,18.2,1011.8,37,25,1.2,0.7,10014.8
57598,20251226141600,6.6,1002.0,92,211,9.4,0.6,10218.0
57696,20251226141600,27.5,1007.5,62,123,9.0,1.3,10143.5
57789,20251226141600,1.6,1008.4,41,234,8.4,0.4,10282.3
57793,20251226141600,19.9,1006.6,54,61,3.4,0.5,10287.1
57799,20251226141600,29.9,1020.8,85,335,13.5,0.2,10417.3
57894,20251226141600,28.2,1026.3,91,59,1.3,1.0,10419.6
57896,20251226141600,5.5,1008.6,44,223,13.5,1.1,10293.5
57993,20251226141600,12.0,1017.5,93,101,7.1,0.2,10105.0
58506,20251226141600,10.8,1001.0,92,257,7.5,0.9,10141.2
