站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
52681,20251226141500,8.5,1000.7,72,203,5.1,0.8,10361.3
52787,20251226141500,18.2,1025.7,93,349,6.4,0.4,10456.0
52797,20251226141500,15.0,1013.1,81,101,2.4,1.2,10322.3
52884,20251226141500,19.0,1024.9,12,313,3.0,1.0,10254.7
52895,20251226141500,1.3,1013.4,27,50,0.3,1.4,10042.5
52983,20251226141500,20.4,1015.9,1,68,8.1,0.2,10299.1
52984,20251226141500,4.5,1022.1,78,235,3.7,0.2,10267.4
52986,20251226141500,16.3,1008.7,89,245,9.8,0.8,10443.8
52996,20251226141500,32.8,1008.7,78,43,1.8,1.0,10415.6
53821,20251226141500,7.1,1026.2,16,37,11.6,1.3,10252.4
53915,20251226141500,29.7,1010.7,76,4,11.3,0.1,10477.3
53923,20251226141500,25.2,1000.9,36,248,2.3,0.4,10450.1
56074,20251226141500,12.1,1008.1,3,279,0.1,0.5,10295.5
56080,20251226141500,26.9,1025.7,38,3,0.2,0.3,10072.5
56093,20251226141500,31.8,1001.8,29,68,12.6,0.5,10291.0
56096,20251226141500,18.9,1005.0,52,52,5.6,0.1,10000.0
57014,20251226141500,13.1,1000.1,89,42,12.8,1.4,10027.8
57996,20251226141500,33.1,1007.3,20,200,12.2,0.5,10315.3
59072,20251226141500,32.4,1005.9,9,25,11.3,1.4,10122.2
59082,20251226141500,3.9,1001.5,69,238,0.7,1.4,10393.6
59087,20251226141500,21.6,1023.1,59,97,2.2,0.8,10393.2
59088,20251226141500,0.2,1000.7,3,135,6.7,1.1,10252.6
59096,20251226141500,14.1,1026.3,67,358,2.3,1.5,10007.2
59097,20251226141500,33.8,1003.6,20,187,11.6,0.1,10311.6
59107,20251226141500,2.4,1023.7,39,30,13.0,0.2,10201.7
59116,20251226141500,10.5,1012.1,38,129,7.0,0.1,10100.9
59117,20251226141500,8.9,1012.9,32,341,0.5,0.4,10396.6
59271,20251226141500,8.0,1012.8,9,328,2.9,1.4,10072.5
59278,20251226141500,34.8,1018.7,85,44,10.7,0.0,10168.6
59280,20251226141500,3.7,1001.1,2,112,8.7,1.3,10321.8
59287,20251226141500,1.0,1003.7,18,39,4.9,1.2,10292.7
59289,20251226141500,15.4,1005.3,87,246,1.8,0.9,10112.0
59293,20251226141500,0.0,1004.6,90,88,9.9,0.5,10382.9
59294,20251226141500,30.6,1009.0,85,195,4.1,0.7,10269.7
59298,20251226141500,13.0,1003.5,86,180,3.5,0.9,10420.5
59303,20251226141500,13.6,1007.0,47,310,12.5,0.0,10136.7
59304,20251226141500,19.4,1019.9,33,176,9.3,0.3,10375.7
59306,20251226141500,9.2,1015.5,23,150,8.2,1.0,10196.3
59310,20251226141500,12.5,1001.0,14,206,4.8,0.3,10117.0
59316,20251226141500,3.3,1020.4,22,159,9.9,0.7,10355.7
59317,20251226141500,32.7,1007.6,47,353,12.2,1.1,10202.6
59324,20251226141500,31.5,1017.0,19,129,10.2,0.5,10078.1
59456,20251226141500,28.5,1006.2,28,60,0.2,1.4,10221.1
59462,20251226141500,20.0,1006.3,98,95,0.2,1.1,10000.9
59478,20251226141500,25.4,1010.8,82,191,10.1,0.4,10448.1
59485,20251226141500,32.6,1010.8,64,123,9.3,0.2,10103.1
59488,20251226141500,29.6,1018.4,74,193,7.6,0.5,10328.1
59493,20251226141500,13.0,1010.4,93,181,10.2,1.3,10238.2
59501,20251226141500,0.6,1022.8,93,92,7.9,0.6,10486.8
59658,20251226141500,23.2,1007.3,65,238,8.6,1.2,10021.3
59663,20251226141500,3.2,1021.0,18,60,10.1,1.1,10005.2
59664,20251226141500,12.7,1024.0,79,218,2.9,1.0,10403.3
59673,20251226141500,3.3,1012.6,16,151,6.0,1.4,10001.0
59754,20251226141500,9.1,1003.2,77,63,13.0,0.3,10330.0
57947,20251226141500,26.8,1016.6,96,162,5.4,0.7,10068.7
57957,20251226141500,25.5,1010.1,50,295,13.1,1.4,10067.6
57958,20251226141500,31.0,1012.9,20,275,9.6,1.1,10400.9
59021,20251226141500,5.8,1001.0,35,219,5.7,0.6,10053.8
59023,20251226141500,23.9,1013.2,87,169,13.1,0.0,10294.8
59027,20251226141500,23.7,1020.2,14,354,7.6,1.4,10340.0
59037,20251226141500,30.7,1005.2,57,150,3.8,1.0,10349.7
59046,20251226141500,28.4,1016.5,7,244,14.0,0.3,10445.0
59058,20251226141500,34.9,1015.2,58,278,4.1,0.2,10307.3
59065,20251226141500,32.4,1020.2,13,11,2.6,1.4,10049.6
59209,20251226141500,25.2,1018.9,33,250,5.8,0.2,10210.8
59211,20251226141500,29.6,1013.5,44,201,9.0,1.4,10354.2
59218,20251226141500,8.2,1008.4,53,201,14.3,1.5,10063.9
59228,20251226141500,18.5,1018.1,16,251,5.0,1.0,10349.7
59242,20251226141500,22.7,1003.2,83,51,14.8,0.4,10004.4
59254,20251226141500,25.6,1026.3,22,153,1.9,1.5,10386.8
59265,20251226141500,25.9,1013.9,25,32,13.0,0.4,10027.3
59417,20251226141500,7.4,1011.4,98,1,10.1,0.0,10329.4
59431,20251226141500,5.3,1021.2,99,152,14.7,0.0,10474.6
59446,20251226141500,24.5,1000.6,46,52,13.9,1.5,10006.2
59453,20251226141500,21.0,1023.2,49,140,14.1,0.6,10372.5
59626,20251226141500,32.1,1018.2,65,275,7.6,1.4,10228.7
59631,20251226141500,27.9,1004.6,18,253,5.9,0.4,10180.3
59632,20251226141500,0.8,1016.4,65,275,11.2,0.3,10370.9
59644,20251226141500,30.3,1009.3,56,4,14.2,1.1,10297.7
59647,20251226141500,8.3,1006.2,49,156,6.9,0.9,10469.9
56691,20251226141500,24.7,1000.1,4,239,8.2,0.5,10009.9
56693,20251226141500,29.3,1005.4,76,323,8.5,0.3,10012.5
56792,20251226141500,9.9,1012.1,9,342,8.4,1.1,10129.8
56793,20251226141500,22.8,1017.0,25,51,2.4,1.4,10072.3
57606,20251226141500,9.5,1016.9,74,193,12.0,0.4,10417.1
57614,20251226141500,30.4,1002.1,19,350,10.5,1.3,10263.5
57625,20251226141500,14.2,1010.2,61,251,13.8,0.7,10113.8
57647,20251226141500,17.4,1019.2,27,102,12.4,0.7,10032.1
57707,20251226141500,14.9,1026.3,93,174,6.7,0.0,10269.9
57710,20251226141500,18.9,1001.2,49,276,12.6,0.3,10392.6
57712,20251226141500,33.3,1020.9,19,196,10.1,1.2,10052.2
57718,20251226141500,9.2,1019.1,0,326,2.3,0.6,10370.8
57722,20251226141500,14.9,1012.9,46,198,12.2,0.7,10090.7
57729,20251226141500,24.2,1006.1,98,181,7.0,0.4,10390.4
57731,20251226141500,24.6,1013.9,11,60,11.8,0.7,10214.7
57741,20251226141500,2.2,1010.8,41,106,14.4,0.9,10432.9
57803,20251226141500,16.9,1020.8,64,88,2.2,1.2,10434.4
57805,20251226141500,4.4,1019.2,72,78,3.5,0.8,10422.7
57806,20251226141500,15.6,1009.4,15,114,14.4,0.9,10442.0
57816,20251226141500,21.4,1022.9,11,38,14.9,1.4,10173.7
57825,20251226141500,9.3,1023.0,72,324,8.8,0.6,10311.3
57827,20251226141500,1.0,1015.3,82,216,3.8,1.5,10283.3
57832,20251226141500,7.3,1019.4,4,201,6.0,0.8,10316.0
57839,20251226141500,5.6,1023.5,12,61,5.1,0.9,10327.7
57840,20251226141500,5.0,1001.1,33,5,0.6,0.5,10028.4
57902,20251226141500,9.4,1003.7,14,46,7.6,0.1,10309.1
57906,20251226141500,21.6,1013.9,39,29,8.5,0.0,10220.9
57907,20251226141500,29.5,1003.7,10,342,4.4,0.5,10159.2
57910,20251226141500,14.6,1021.4,8,288,4.5,1.0,10247.2
57912,20251226141500,30.1,1009.4,49,287,5.7,1.3,10007.2
57916,20251226141500,18.5,1014.8,28,141,7.2,0.9,10336.3
57922,20251226141500,25.7,1011.8,73,302,10.7,1.2,10464.1
57926,20251226141500,30.1,1017.4,13,329,11.8,1.4,10132.0
57932,20251226141500,6.4,1015.9,41,177,13.6,0.7,10454.8
59758,20251226141500,29.3,1020.6,4,100,5.4,0.2,10163.0
59838,20251226141500,17.6,1017.0,78,125,12.8,1.3,10385.4
59845,20251226141500,18.5,1025.1,13,318,13.7,0.7,10250.3
59849,20251226141500,0.6,1009.9,5,82,7.6,0.2,10135.4
59855,20251226141500,11.2,1020.8,98,97,13.6,1.1,10099.2
59948,20251226141500,14.0,1000.9,15,38,8.9,0.9,10009.7
59954,20251226141500,21.7,1025.0,34,24,11.4,0.7,10457.7
59981,20251226141500,0.1,1017.5,47,199,12.2,0.9,10384.2
53399,20251226141500,19.8,1006.6,10,72,14.6,0.1,10245.2
53593,20251226141500,23.3,1019.8,72,293,12.8,0.4,10058.2
53698,20251226141500,31.9,1002.3,57,187,1.6,0.6,10267.8
53798,20251226141500,18.0,1021.6,2,223,10.4,0.9,10178.6
54308,20251226141500,7.6,1007.2,0,266,11.3,0.5,10190.1
54311,20251226141500,6.2,1019.9,81,325,3.7,0.1,10122.5
54401,20251226141500,11.7,1012.9,82,217,6.4,0.6,10294.6
54405,20251226141500,28.0,1009.1,85,202,4.0,1.0,10128.1
54423,20251226141500,9.4,1019.0,51,302,8.8,0.1,10173.5
54429,20251226141500,5.3,1024.4,23,325,4.8,1.3,10392.1
54436,20251226141500,18.7,1004.6,28,295,4.7,1.1,10225.9
54449,20251226141500,16.1,1016.5,34,124,12.2,0.3,10480.8
54518,20251226141500,21.4,1011.1,17,238,3.7,0.1,10310.6
54534,20251226141500,17.7,1020.7,5,122,13.6,1.4,10412.1
54535,20251226141500,23.6,1012.1,35,193,1.9,1.5,10298.8
54539,20251226141500,1.6,1001.6,77,289,6.6,1.2,10463.7
54602,20251226141500,4.0,1020.8,3,26,13.9,0.4,10388.0
54606,20251226141500,2.8,1014.9,30,277,10.1,0.0,10237.1
54618,20251226141500,18.9,1011.9,53,195,0.7,1.0,10062.6
54624,20251226141500,2.6,1003.4,31,302,10.7,0.5,10175.1
54705,20251226141500,22.3,1016.6,97,76,14.4,0.1,10165.4
53898,20251226141500,3.5,1019.3,85,166,10.2,0.3,10200.1
53986,20251226141500,0.3,1014.3,18,72,1.4,0.3,10262.3
57051,20251226141500,27.2,1002.4,3,318,12.0,0.4,10352.0
57067,20251226141500,12.7,1007.2,73,62,6.8,1.0,10351.7
57071,20251226141500,1.4,1019.3,4,141,11.6,0.8,10046.6
57077,20251226141500,21.8,1018.5,62,323,14.5,0.2,10198.5
57083,20251226141500,6.0,1025.0,5,294,13.6,0.5,10395.4
57084,20251226141500,5.8,1019.0,19,145,2.4,0.6,10288.4
57089,20251226141500,14.4,1008.8,11,190,6.3,1.1,10043.9
57091,20251226141500,3.1,1002.3,56,29,7.0,0.6,10143.0
57156,20251226141500,31.6,1026.3,49,128,6.0,0.9,10381.9
57178,20251226141500,24.6,1021.9,72,286,4.6,0.4,10092.9
57181,20251226141500,17.0,1017.0,84,356,8.5,0.1,10110.1
57193,20251226141500,9.8,1016.7,30,319,9.5,1.3,10143.2
57285,20251226141500,31.7,1008.9,39,275,8.7,1.5,10164.3
57290,20251226141500,15.0,1000.4,45,268,0.9,0.4,10175.8
57297,20251226141500,15.5,1024.4,69,28,12.6,0.1,10062.4
58005,20251226141500,16.2,1000.4,92,142,2.6,0.9,10239.4
58111,20251226141500,27.3,1017.6,10,211,8.5,0.7,10264.1
58208,20251226141500,17.4,1006.6,40,94,5.3,1.1,10139.2
50136,20251226141500,6.2,1019.6,72,357,10.5,0.8,10460.4
50246,20251226141500,8.2,1012.0,64,16,13.4,1.3,10186.5
50247,20251226141500,11.3,1003.5,14,288,6.6,1.5,10156.5
50349,20251226141500,15.3,1021.0,12,97,13.8,1.2,10180.7
50353,20251226141500,34.1,1021.9,84,193,3.3,0.9,10099.0
50442,20251226141500,8.8,1024.7,96,32,4.7,0.2,10246.4
50468,20251226141500,28.4,1022.1,34,27,6.3,1.1,10395.4
50557,20251226141500,28.1,1010.2,92,54,12.2,0.9,10092.6
50564,20251226141500,21.1,1012.0,54,24,1.4,1.1,10001.1
50656,20251226141500,34.7,1008.6,28,58,9.5,0.9,10187.0
50658,20251226141500,9.3,1013.2,51,17,10.5,1.0,10249.9
50674,20251226141500,31.9,1021.7,29,290,1.2,0.6,10343.2
50739,20251226141500,3.4,1014.9,17,357,9.6,0.1,10170.2
50742,20251226141500,1.1,1002.6,57,60,12.2,0.1,10148.9
50745,20251226141500,26.7,1006.2,9,22,12.4,1.2,10393.6
50756,20251226141500,13.0,1009.5,11,211,5.9,0.3,10408.6
50758,20251226141500,2.1,1013.8,13,108,12.3,0.7,10389.7
50774,20251226141500,12.1,1022.8,78,262,2.4,1.5,10355.7
50778,20251226141500,14.8,1019.6,78,138,7.1,1.0,10452.9
50788,20251226141500,9.5,1022.7,83,267,6.4,1.1,10223.0
50844,20251226141500,2.4,1008.2,100,307,8.6,1.0,10455.2
50853,20251226141500,21.1,1019.9,29,142,2.2,0.8,10010.6
50854,20251226141500,4.9,1015.4,74,19,6.2,0.9,10311.3
50862,20251226141500,23.3,1019.0,76,21,1.4,1.4,10271.5
50873,20251226141500,2.9,1011.4,77,135,9.4,1.1,10151.6
50877,20251226141500,13.2,1000.5,70,305,6.1,1.1,10358.6
50888,20251226141500,8.4,1007.0,11,145,3.9,1.2,10234.8
50950,20251226141500,5.2,1011.9,38,295,2.6,0.0,10100.0
50953,20251226141500,4.0,1022.8,32,51,5.9,0.4,10497.4
50955,20251226141500,15.3,1009.1,61,47,13.8,1.5,10022.3
50963,20251226141500,15.0,1002.9,89,6,5.9,1.2,10079.9
50968,20251226141500,5.1,1026.4,51,253,13.3,0.5,10303.9
50973,20251226141500,20.9,1018.0,72,101,6.3,0.6,10448.5
50978,20251226141500,32.3,1005.1,58,58,9.7,0.0,10201.7
50983,20251226141500,13.7,1014.5,43,329,14.1,1.0,10236.4
54094,20251226141500,20.1,1003.8,8,224,9.2,1.0,10203.1
54096,20251226141500,22.7,1003.3,53,8,9.9,0.2,10203.2
57251,20251226141500,31.4,1006.1,1,179,5.2,0.2,10178.6
57256,20251226141500,15.1,1023.5,45,9,12.8,0.2,10322.8
57259,20251226141500,1.9,1004.6,75,42,7.6,0.0,10196.7
57265,20251226141500,27.0,1006.6,14,107,4.2,0.1,10187.4
57278,20251226141500,29.1,1018.0,15,175,14.2,1.5,10233.5
57279,20251226141500,34.4,1022.3,100,66,1.3,0.1,10212.8
57355,20251226141500,19.3,1013.9,58,193,14.2,1.5,10104.5
57358,20251226141500,16.8,1015.1,73,40,5.4,0.5,10454.6
57359,20251226141500,34.6,1023.4,69,267,8.2,0.7,10196.5
57363,20251226141500,27.4,1013.0,32,260,11.3,1.5,10190.7
57378,20251226141500,2.8,1015.7,78,72,0.3,0.7,10184.3
57381,20251226141500,34.8,1022.2,0,288,9.0,1.0,10296.9
57395,20251226141500,24.5,1019.4,96,173,12.0,0.3,10397.3
57399,20251226141500,0.2,1008.7,98,126,3.2,1.0,10117.0
57439,20251226141500,14.7,1010.8,39,225,4.5,1.1,10165.1
57445,20251226141500,15.0,1010.3,43,88,10.2,0.7,10262.1
57447,20251226141500,29.5,1019.6,82,240,2.7,0.6,10472.2
57458,20251226141500,19.8,1003.8,82,320,3.5,0.2,10411.7
57461,20251226141500,26.9,1024.5,32,106,0.3,0.3,10292.8
57476,20251226141500,20.0,1001.8,75,291,1.6,0.0,10372.2
57482,20251226141500,7.1,1010.2,93,176,7.8,1.4,10272.7
57483,20251226141500,15.8,1017.5,18,306,12.8,1.2,10277.5
57493,20251226141500,26.6,1022.5,40,237,3.1,0.3,10201.6
57494,20251226141500,8.6,1002.3,93,359,13.1,0.9,10134.4
57545,20251226141500,0.0,1016.0,33,71,1.2,1.0,10429.1
57573,20251226141500,29.3,1012.7,85,91,8.9,1.2,10191.3
57581,20251226141500,7.0,1001.2,52,126,1.3,0.9,10279.9
57583,20251226141500,4.6,1024.3,9,234,14.3,1.5,10386.6
57595,20251226141500,2.5,1001.4,7,287,5.4,0.1,10452.6
58402,20251226141500,1.9,1025.5,82,44,3.9,0.4,10393.3
58407,20251226141500,22.9,1006.6,61,189,7.9,0.3,10078.7
58500,20251226141500,19.4,1026.1,68,330,8.5,0.2,10370.3
57554,20251226141500,7.8,1003.5,94,45,0.4,0.1,10319.2
57562,20251226141500,11.1,1002.1,4,80,10.1,0.7,10297.7
57574,20251226141500,14.3,1003.4,96,322,3.6,1.5,10013.1
57584,20251226141500,26.7,1006.9,73,101,9.3,0.8,10031.8
57642,20251226141500,33.0,1014.1,18,308,4.2,0.1,10403.0
57649,20251226141500,19.8,1006.2,95,179,7.3,0.1,10265.7
57655,20251226141500,32.7,1018.0,70,300,12.0,1.0,10057.8
57662,20251226141500,20.6,1026.2,18,285,7.4,1.5,10218.0
57669,20251226141500,6.7,1020.4,65,187,6.8,1.2,10379.9
57671,20251226141500,21.2,1016.7,60,260,9.9,0.0,10030.9
57673,20251226141500,7.4,1000.5,12,233,7.7,1.1,10108.5
57679,20251226141500,34.9,1024.6,94,157,9.1,0.8,10269.8
57682,20251226141500,31.5,1017.8,41,302,1.5,1.3,10136.9
57687,20251226141500,28.3,1017.7,48,95,13.4,0.2,10294.5
57745,20251226141500,33.5,1019.6,18,351,11.3,0.7,10354.3
57749,20251226141500,29.0,1000.5,38,290,0.3,1.0,10047.1
57752,20251226141500,14.4,1013.4,12,169,11.0,0.6,10049.0
57758,20251226141500,12.7,1012.2,94,50,4.4,0.1,10443.9
57761,20251226141500,8.0,1019.0,72,87,13.1,0.8,10414.9
57766,20251226141500,19.4,1024.0,15,156,4.7,1.4,10266.3
57774,20251226141500,30.0,1000.9,18,287,13.8,0.0,10195.0
57776,20251226141500,5.0,1011.0,12,117,2.2,0.8,10137.7
57779,20251226141500,6.8,1022.2,66,318,8.4,1.3,10281.1
57780,20251226141500,21.5,1004.1,81,121,0.6,0.3,10407.6
57841,20251226141500,15.3,1019.8,48,245,6.7,0.2,10072.4
57845,20251226141500,20.8,1021.0,45,40,2.3,0.5,10102.2
57853,20251226141500,4.5,1023.0,100,276,4.5,1.4,10327.3
57857,20251226141500,17.9,1008.9,2,165,0.2,0.4,10185.8
57860,20251226141500,15.8,1024.7,88,113,14.3,0.9,10365.9
57866,20251226141500,6.2,1008.0,14,62,14.8,0.0,10096.7
57872,20251226141500,27.1,1012.1,17,58,14.6,0.2,10428.2
57874,20251226141500,9.1,1005.5,99,21,7.1,0.9,10034.0
57889,20251226141500,12.3,1022.8,38,343,13.0,1.3,10275.5
57965,20251226141500,2.5,1012.1,7,280,0.1,0.2,10204.0
57972,20251226141500,4.9,1012.5,39,350,13.1,1.0,10426.1
57974,20251226141500,17.9,1012.2,67,131,5.7,0.8,10201.6
50936,20251226141500,23.1,1024.4,100,284,7.2,0.2,10047.3
50945,20251226141500,5.5,1013.8,85,152,13.9,1.1,10140.7
50948,20251226141500,9.1,1008.5,60,350,3.5,1.2,10285.3
50949,20251226141500,11.8,1004.4,47,128,8.6,0.5,10414.2
54041,20251226141500,34.5,1006.1,4,346,6.5,0.5,10476.9
54049,20251226141500,4.0,1015.2,2,145,9.1,1.5,10268.6
54063,20251226141500,18.0,1009.8,81,251,12.8,0.9,10379.8
54064,20251226141500,26.6,1014.2,47,6,8.6,0.5,10315.5
54142,20251226141500,27.4,1021.7,78,90,12.0,0.4,10004.3
54157,20251226141500,23.8,1000.6,5,158,11.9,1.4,10493.6
54161,20251226141500,26.2,1000.8,19,124,14.3,1.0,10381.4
54165,20251226141500,12.3,1001.4,5,321,2.7,0.9,10185.2
54171,20251226141500,21.3,1024.6,8,38,10.8,0.8,10348.6
54181,20251226141500,18.1,1007.9,53,129,14.6,0.0,10326.4
54186,20251226141500,6.7,1011.4,45,159,6.2,1.4,10440.8
54195,20251226141500,25.7,1021.4,9,71,3.8,1.3,10083.9
54260,20251226141500,21.5,1008.6,90,51,8.2,1.5,10167.9
54263,20251226141500,24.3,1003.4,5,246,8.5,1.3,10415.8
54266,20251226141500,28.3,1003.7,27,240,7.2,1.2,10485.2
54273,20251226141500,28.6,1000.2,66,54,4.1,1.4,10470.4
54276,20251226141500,3.2,1014.6,12,317,6.4,1.4,10377.4
54284,20251226141500,14.9,1013.1,46,164,11.2,1.0,10030.8
54285,20251226141500,34.9,1011.0,4,113,14.9,1.5,10410.9
54286,20251226141500,17.3,1011.0,32,130,13.7,0.4,10313.7
54292,20251226141500,18.1,1015.9,62,153,10.2,0.2,10185.1
54363,20251226141500,16.9,1026.0,92,208,11.3,0.0,10194.5
54374,20251226141500,2.7,1006.2,49,137,14.9,0.7,10296.2
54377,20251226141500,19.8,1006.8,50,242,10.3,1.2,10017.8
54386,20251226141500,29.2,1004.8,69,95,6.5,0.9,10435.9
58026,20251226141500,16.9,1013.6,90,138,10.2,0.6,10006.2
58027,20251226141500,21.7,1005.2,96,275,12.1,0.4,10302.5
58038,20251226141500,22.2,1025.1,4,261,2.9,0.9,10054.9
58040,20251226141500,23.4,1013.1,30,289,3.6,0.7,10481.5
58047,20251226141500,5.3,1003.8,18,163,0.9,0.8,10261.4
58130,20251226141500,31.3,1002.3,57,161,9.2,1.4,10362.6
58135,20251226141500,16.6,1005.8,44,138,11.4,1.4,10449.1
58138,20251226141500,29.6,1025.9,21,162,6.5,0.9,10356.5
58141,20251226141500,30.4,1018.5,48,157,10.8,0.5,10340.2
58143,20251226141500,2.0,1020.8,41,3,11.3,1.4,10096.3
58150,20251226141500,25.5,1013.7,79,141,6.5,0.0,10274.1
58158,20251226141500,28.2,1021.9,22,38,5.6,0.6,10117.5
58238,20251226141500,7.1,1024.4,48,327,3.2,0.0,10361.4
58241,20251226141500,14.0,1011.5,46,92,2.0,0.3,10472.9
58251,20251226141500,33.3,1024.1,76,180,14.4,0.5,10262.6
58252,20251226141500,1.1,1018.4,19,43,4.6,0.9,10377.8
58255,20251226141500,20.2,1006.4,80,5,10.1,0.6,10270.1
58259,20251226141500,8.3,1019.2,6,303,10.9,0.7,10457.6
58265,20251226141500,2.9,1002.5,99,322,5.6,0.0,10074.8
58343,20251226141500,30.2,1008.5,65,304,2.7,1.0,10187.4
58345,20251226141500,22.5,1001.2,44,129,7.3,0.7,10246.9
58354,20251226141500,32.4,1022.9,26,97,3.3,0.5,10219.3
58356,20251226141500,4.2,1008.3,8,211,8.8,0.9,10302.1
58358,20251226141500,29.6,1012.6,13,351,12.7,0.4,10194.2
57598,20251226141500,20.6,1017.8,48,1,9.2,0.7,10204.4
57696,20251226141500,6.6,1000.6,9,280,0.7,0.4,10036.6
57789,20251226141500,34.0,1020.8,100,204,14.8,0.8,10487.3
57793,20251226141500,23.6,1019.6,12,155,2.2,0.8,10122.0
57799,20251226141500,0.1,1015.1,53,347,3.6,0.3,10091.9
57894,20251226141500,7.9,1018.7,27,115,11.3,0.7,10278.6
57896,20251226141500,2.3,1021.4,75,235,3.4,0.0,10189.5
57993,20251226141500,13.3,1026.3,37,81,12.9,0.4,10141.8
58506,20251226141500,30.4,1001.0,42,165,6.6,0.7,10462.1
