站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58933,20251210151300,14.3,1003.5,74,105,13.4,0.6,10330.8
58936,20251210151300,27.1,1006.7,62,179,0.1,1.3,10096.1
58944,20251210151300,34.9,1006.8,41,156,5.0,0.2,10174.3
59113,20251210151300,2.2,1009.7,100,225,1.9,0.8,10166.1
59126,20251210151300,21.6,1016.5,41,180,12.3,1.4,10300.1
59133,20251210151300,10.7,1002.6,43,150,5.4,0.9,10491.3
59134,20251210151300,25.5,1023.2,93,96,9.7,0.1,10131.0
59321,20251210151300,34.9,1013.1,17,31,2.1,0.5,10499.4
52323,20251210151300,19.0,1009.0,75,267,6.0,1.5,10477.0
52418,20251210151300,8.5,1001.4,2,34,9.5,0.6,10300.1
52424,20251210151300,10.1,1005.2,93,16,0.1,0.9,10373.8
52436,20251210151300,30.0,1016.9,22,49,5.8,1.5,10193.7
52446,20251210151300,2.9,1009.0,21,209,14.7,0.3,10205.8
52447,20251210151300,10.9,1013.6,73,105,9.5,0.7,10314.2
52533,20251210151300,4.1,1026.2,66,212,2.9,0.6,10010.1
52546,20251210151300,23.3,1022.3,89,323,5.7,0.4,10308.5
52652,20251210151300,1.7,1023.8,31,88,4.3,1.4,10316.1
52661,20251210151300,24.2,1014.2,11,111,11.4,1.0,10304.2
52674,20251210151300,10.9,1000.9,27,212,10.1,0.0,10318.6
52679,20251210151300,28.3,1002.4,35,56,0.7,0.4,10061.9
52681,20251210151300,6.6,1012.6,84,254,13.9,0.6,10389.8
52787,20251210151300,23.4,1022.9,93,266,8.3,0.7,10086.9
52797,20251210151300,34.9,1001.9,98,301,0.0,1.4,10049.3
52884,20251210151300,30.2,1008.4,14,127,10.8,0.8,10199.5
52895,20251210151300,21.7,1011.0,58,223,6.6,0.3,10144.1
52983,20251210151300,20.7,1014.7,15,161,13.3,1.2,10346.4
52984,20251210151300,21.6,1011.8,58,308,11.4,1.5,10076.2
52986,20251210151300,16.5,1020.2,29,209,5.3,0.5,10083.7
52996,20251210151300,11.1,1005.6,89,320,10.4,0.9,10289.6
53821,20251210151300,2.0,1000.2,76,38,12.9,0.1,10410.3
53915,20251210151300,1.2,1015.3,50,141,1.7,0.8,10443.6
53923,20251210151300,3.1,1022.2,93,28,10.4,0.4,10016.8
56074,20251210151300,25.7,1012.5,98,310,5.7,0.4,10031.0
56080,20251210151300,26.3,1016.5,82,263,10.4,0.2,10268.7
56093,20251210151300,13.4,1009.7,2,346,5.1,0.8,10179.2
56096,20251210151300,11.8,1025.7,40,191,13.9,0.2,10418.4
57014,20251210151300,4.5,1017.5,65,114,7.0,0.7,10065.6
57996,20251210151300,7.7,1002.3,82,272,8.5,0.3,10456.5
59072,20251210151300,19.0,1004.0,0,244,9.9,0.2,10470.7
59082,20251210151300,10.0,1008.0,41,300,13.2,0.6,10232.3
59087,20251210151300,32.3,1026.1,62,228,2.6,0.1,10464.8
59088,20251210151300,19.6,1004.4,57,336,8.0,1.2,10185.3
59096,20251210151300,1.5,1010.9,14,25,7.6,1.4,10154.8
59097,20251210151300,22.5,1006.8,79,266,12.9,1.0,10485.7
59107,20251210151300,16.3,1001.0,42,247,13.1,0.2,10343.4
59116,20251210151300,0.9,1003.8,8,66,9.2,0.8,10136.8
59117,20251210151300,12.2,1004.3,52,270,8.7,1.1,10074.9
59271,20251210151300,6.5,1023.7,77,210,10.7,0.1,10054.0
59278,20251210151300,33.8,1024.0,30,114,3.7,0.5,10148.1
59280,20251210151300,2.1,1008.7,56,190,9.0,1.4,10475.6
59287,20251210151300,28.4,1015.4,58,9,13.2,1.3,10396.6
59289,20251210151300,12.1,1007.7,88,156,5.9,1.1,10274.0
59293,20251210151300,6.8,1024.1,41,207,1.3,0.6,10085.8
59294,20251210151300,10.3,1000.1,95,24,0.3,1.4,10069.4
59298,20251210151300,19.5,1005.3,52,80,6.4,0.9,10192.8
59303,20251210151300,14.6,1019.8,62,249,1.0,1.4,10124.6
59304,20251210151300,32.1,1025.5,64,250,13.6,1.4,10041.9
59306,20251210151300,25.2,1011.4,61,185,6.6,1.2,10480.8
59310,20251210151300,32.1,1019.1,96,267,11.9,1.4,10375.8
59316,20251210151300,28.5,1003.6,81,131,8.4,0.4,10395.7
59317,20251210151300,29.7,1003.5,64,28,9.2,1.3,10476.1
59324,20251210151300,2.9,1012.0,47,273,9.0,0.1,10278.0
59456,20251210151300,15.8,1018.1,59,299,7.0,1.0,10234.0
59462,20251210151300,24.1,1018.2,2,27,3.5,1.3,10217.2
59478,20251210151300,27.1,1008.2,4,348,3.8,1.2,10371.9
59485,20251210151300,3.0,1007.1,39,171,5.7,1.5,10351.1
59488,20251210151300,34.9,1009.7,97,69,2.6,0.1,10361.8
59493,20251210151300,4.6,1022.7,13,37,4.9,0.0,10257.2
59501,20251210151300,8.4,1014.9,79,285,4.1,1.0,10415.4
59658,20251210151300,8.1,1015.9,76,44,3.8,1.0,10313.7
59663,20251210151300,29.7,1025.3,92,218,5.8,0.2,10033.0
59664,20251210151300,23.4,1022.9,59,262,2.6,0.6,10149.1
59673,20251210151300,17.7,1005.9,43,323,10.3,1.1,10239.4
59754,20251210151300,34.4,1004.5,42,88,11.9,1.3,10172.2
57947,20251210151300,30.9,1004.1,11,288,0.1,1.5,10304.1
57957,20251210151300,25.9,1021.9,51,315,1.8,0.1,10146.6
57958,20251210151300,24.6,1017.2,2,283,8.6,0.9,10472.6
59021,20251210151300,34.1,1011.9,13,48,10.9,0.9,10364.0
59023,20251210151300,23.0,1025.3,7,40,9.4,1.5,10215.8
59027,20251210151300,19.8,1000.3,75,147,7.7,0.4,10098.6
59037,20251210151300,34.7,1007.6,28,333,10.1,0.5,10492.5
59046,20251210151300,8.9,1004.1,62,271,8.0,0.4,10297.7
59058,20251210151300,28.9,1016.6,75,80,4.0,0.3,10401.2
59065,20251210151300,23.6,1016.6,77,274,9.9,1.1,10067.8
59209,20251210151300,17.8,1007.6,58,105,8.7,1.3,10033.4
59211,20251210151300,8.8,1015.8,26,158,9.9,1.2,10318.4
59218,20251210151300,23.0,1002.3,24,31,3.4,1.1,10446.5
59228,20251210151300,22.6,1002.1,21,125,9.4,0.0,10475.8
59242,20251210151300,9.4,1004.6,36,212,8.9,0.2,10035.5
59254,20251210151300,2.9,1017.2,92,147,5.5,0.3,10348.6
59265,20251210151300,0.6,1000.2,71,176,12.0,0.2,10316.4
59417,20251210151300,5.7,1005.8,63,145,2.9,0.7,10344.7
59431,20251210151300,2.4,1012.3,56,190,2.6,0.3,10329.8
59446,20251210151300,31.6,1014.4,0,255,2.6,0.5,10318.4
59453,20251210151300,13.3,1008.3,77,309,13.5,0.2,10109.9
59626,20251210151300,30.8,1017.2,25,95,8.0,0.5,10376.2
59631,20251210151300,1.2,1012.6,39,338,3.9,1.3,10482.2
59632,20251210151300,1.6,1013.4,68,92,14.8,1.1,10297.5
59644,20251210151300,32.6,1004.8,31,21,4.6,0.9,10178.4
59647,20251210151300,18.3,1025.2,79,31,0.1,0.7,10200.5
56691,20251210151300,8.1,1013.1,23,25,7.3,0.6,10364.5
56693,20251210151300,31.4,1013.9,84,170,2.3,1.4,10213.1
56792,20251210151300,2.4,1004.8,83,142,7.3,1.5,10029.0
56793,20251210151300,7.1,1002.4,62,344,12.6,0.8,10363.7
57606,20251210151300,22.9,1019.8,60,321,4.1,1.3,10091.1
57614,20251210151300,26.4,1019.9,54,249,5.0,0.9,10021.9
57625,20251210151300,7.6,1019.6,64,140,14.4,0.3,10287.4
57647,20251210151300,11.7,1025.6,24,178,5.1,0.5,10105.8
57707,20251210151300,2.9,1018.0,22,349,5.8,0.9,10186.5
57710,20251210151300,25.0,1019.0,60,236,9.6,1.4,10172.2
57712,20251210151300,19.7,1026.1,66,243,0.7,1.1,10072.0
57718,20251210151300,20.4,1024.9,83,113,6.1,0.0,10485.8
57722,20251210151300,1.4,1003.8,27,3,1.9,0.2,10032.8
57729,20251210151300,22.7,1023.1,88,199,6.8,0.7,10188.5
57731,20251210151300,16.5,1006.3,70,214,4.9,0.2,10141.2
57741,20251210151300,15.9,1013.1,39,253,9.6,0.1,10319.2
57803,20251210151300,5.9,1022.8,56,73,12.7,0.9,10076.4
57805,20251210151300,29.6,1013.6,82,185,11.5,0.3,10415.3
57806,20251210151300,8.3,1009.1,39,70,4.0,0.6,10432.0
57816,20251210151300,34.1,1015.5,5,130,9.6,0.5,10366.2
57825,20251210151300,34.2,1014.9,54,63,6.2,0.8,10046.4
57827,20251210151300,4.1,1021.2,18,49,2.5,0.2,10303.4
57832,20251210151300,4.2,1002.9,34,286,2.6,0.9,10258.0
57839,20251210151300,31.6,1015.2,15,229,3.2,0.6,10193.8
57840,20251210151300,12.9,1015.1,5,73,14.5,1.3,10373.8
57902,20251210151300,25.9,1008.5,16,163,4.2,0.6,10021.5
57906,20251210151300,11.9,1003.1,15,162,14.6,1.1,10222.8
57907,20251210151300,12.2,1007.5,58,110,3.8,0.5,10317.4
57910,20251210151300,7.0,1003.8,93,11,4.4,0.3,10230.8
57912,20251210151300,4.1,1006.7,40,222,14.2,0.7,10283.0
57916,20251210151300,13.6,1001.8,88,228,4.6,1.3,10494.4
57922,20251210151300,34.2,1018.6,96,34,0.3,0.2,10497.8
57926,20251210151300,4.1,1010.1,91,134,11.6,1.5,10052.7
57932,20251210151300,16.2,1013.4,99,303,6.9,0.4,10279.4
59758,20251210151300,31.3,1023.4,35,80,8.4,0.5,10114.8
59838,20251210151300,33.0,1005.5,98,53,1.3,0.0,10378.1
59845,20251210151300,21.7,1001.9,37,290,12.2,0.4,10260.5
59849,20251210151300,23.8,1003.3,56,330,2.8,0.8,10319.0
59855,20251210151300,4.9,1014.9,12,322,5.5,1.4,10487.3
59948,20251210151300,8.9,1015.4,24,291,6.1,0.0,10406.8
59954,20251210151300,22.5,1015.8,94,2,12.3,0.8,10215.8
59981,20251210151300,19.5,1022.5,42,236,11.3,1.5,10095.6
53399,20251210151300,24.3,1000.8,53,102,5.4,0.7,10077.9
53593,20251210151300,30.9,1011.5,10,120,12.6,0.2,10042.4
53698,20251210151300,28.7,1017.5,98,254,10.1,1.2,10134.0
53798,20251210151300,32.4,1024.5,45,11,8.0,1.0,10037.3
54308,20251210151300,14.6,1015.9,99,109,3.4,1.4,10353.7
54311,20251210151300,8.9,1016.1,88,10,13.8,0.0,10356.0
54401,20251210151300,6.4,1014.3,29,23,6.1,0.3,10284.1
54405,20251210151300,16.2,1012.5,22,78,4.2,0.3,10162.3
54423,20251210151300,17.3,1013.7,26,61,5.6,0.7,10398.0
54429,20251210151300,4.1,1004.9,37,180,11.2,0.3,10362.6
54436,20251210151300,10.0,1003.5,73,94,10.8,0.8,10315.4
54449,20251210151300,31.9,1003.4,27,323,0.4,1.0,10075.2
54518,20251210151300,24.8,1017.8,9,93,10.1,0.4,10014.8
54534,20251210151300,20.7,1020.3,77,0,13.4,0.3,10174.7
54535,20251210151300,29.6,1021.9,23,286,13.9,0.4,10369.6
54539,20251210151300,34.9,1023.9,30,109,6.3,1.3,10439.8
54602,20251210151300,11.7,1005.5,62,165,0.8,0.5,10429.4
54606,20251210151300,1.1,1008.5,2,49,3.8,1.0,10306.8
54618,20251210151300,7.2,1012.4,8,238,8.5,0.1,10416.9
54624,20251210151300,22.6,1003.2,18,65,12.8,0.9,10482.2
54705,20251210151300,24.1,1024.6,68,160,13.1,0.1,10399.3
53898,20251210151300,34.2,1022.8,88,233,10.5,0.6,10049.3
53986,20251210151300,34.3,1018.2,44,255,14.1,1.0,10065.3
57051,20251210151300,2.8,1013.1,41,36,4.0,0.1,10413.0
57067,20251210151300,16.9,1014.0,21,30,2.7,0.3,10070.4
57071,20251210151300,26.0,1025.0,8,304,5.0,0.6,10462.2
57077,20251210151300,20.5,1016.2,25,140,11.9,0.0,10144.8
57083,20251210151300,6.2,1002.9,5,80,5.5,0.9,10441.2
57084,20251210151300,4.8,1009.7,74,137,7.4,1.4,10064.1
57089,20251210151300,0.3,1023.5,68,356,5.5,1.1,10056.8
57091,20251210151300,15.7,1023.2,9,64,14.2,1.1,10469.2
57156,20251210151300,6.1,1000.3,16,304,9.0,1.5,10397.6
57178,20251210151300,34.7,1001.3,83,105,12.2,0.7,10388.1
57181,20251210151300,24.6,1002.4,88,252,5.4,0.8,10189.8
57193,20251210151300,26.1,1006.2,9,258,6.1,1.1,10391.7
57285,20251210151300,0.3,1025.1,82,7,4.9,1.3,10460.8
57290,20251210151300,19.1,1004.4,20,299,0.4,1.2,10294.5
57297,20251210151300,22.6,1025.8,76,164,8.2,0.1,10291.2
58005,20251210151300,18.6,1020.3,77,297,7.5,1.3,10432.1
58111,20251210151300,23.7,1009.4,75,182,11.0,1.1,10278.4
58208,20251210151300,21.1,1022.7,33,103,4.8,1.2,10480.0
50136,20251210151300,10.2,1002.0,63,358,11.4,1.3,10482.2
50246,20251210151300,24.6,1011.8,37,235,0.4,1.2,10467.6
50247,20251210151300,33.1,1010.0,24,208,13.1,0.5,10151.1
50349,20251210151300,9.1,1018.7,36,182,3.9,0.1,10493.8
50353,20251210151300,9.0,1021.1,58,102,3.3,1.4,10200.0
50442,20251210151300,14.7,1022.7,4,126,12.8,0.3,10491.5
50468,20251210151300,18.2,1023.3,82,263,10.0,0.5,10177.8
50557,20251210151300,28.3,1020.5,61,224,8.4,0.3,10372.9
50564,20251210151300,17.5,1003.5,89,195,14.3,1.2,10225.4
50656,20251210151300,27.7,1007.1,66,24,2.5,1.5,10412.0
50658,20251210151300,25.3,1010.9,57,217,5.0,1.3,10485.9
50674,20251210151300,25.2,1015.7,16,276,1.9,0.8,10137.4
50739,20251210151300,0.3,1012.4,17,159,11.2,0.0,10014.7
50742,20251210151300,5.5,1019.8,69,64,3.4,1.1,10164.4
50745,20251210151300,5.9,1003.7,2,355,0.7,0.7,10372.9
50756,20251210151300,30.7,1002.7,19,161,0.6,1.4,10083.9
50758,20251210151300,17.6,1020.7,98,309,4.4,1.3,10015.9
50774,20251210151300,20.8,1001.8,26,275,10.1,1.1,10056.2
50778,20251210151300,18.5,1020.7,40,307,8.9,1.2,10326.1
50788,20251210151300,24.8,1025.2,82,77,10.1,0.8,10411.5
50844,20251210151300,0.8,1011.7,22,74,0.7,1.4,10172.2
50853,20251210151300,20.3,1016.2,39,161,6.5,1.1,10159.1
50854,20251210151300,11.7,1019.4,25,114,9.1,1.3,10311.3
50862,20251210151300,23.3,1021.0,76,253,2.9,0.6,10053.2
50873,20251210151300,23.1,1008.1,37,291,13.8,0.6,10281.4
50877,20251210151300,29.7,1006.6,54,120,14.3,0.0,10087.2
50888,20251210151300,25.8,1010.8,12,157,14.8,0.6,10425.3
50950,20251210151300,33.9,1015.2,48,14,5.2,0.1,10498.4
50953,20251210151300,3.1,1006.5,34,144,1.3,0.9,10383.1
50955,20251210151300,30.1,1012.5,37,131,0.6,1.3,10396.2
50963,20251210151300,9.9,1022.2,93,320,10.1,0.3,10066.4
50968,20251210151300,19.9,1009.5,99,330,13.7,1.1,10218.1
50973,20251210151300,18.9,1015.8,56,23,1.5,1.2,10466.4
50978,20251210151300,32.8,1014.6,87,81,3.6,0.3,10343.1
50983,20251210151300,29.5,1015.6,64,326,5.6,0.5,10032.0
54094,20251210151300,5.7,1010.6,52,218,3.1,0.9,10179.1
54096,20251210151300,1.9,1013.2,84,170,0.2,1.0,10184.7
57251,20251210151300,16.9,1011.3,10,59,0.9,0.4,10413.7
57256,20251210151300,14.8,1019.4,80,193,10.8,0.1,10402.4
57259,20251210151300,16.4,1002.2,61,253,6.0,0.2,10142.9
57265,20251210151300,34.2,1024.6,63,103,10.6,0.1,10449.8
57278,20251210151300,30.8,1017.8,11,268,1.2,0.4,10048.0
57279,20251210151300,12.3,1006.8,33,21,5.7,0.6,10092.9
57355,20251210151300,11.7,1004.1,77,133,3.6,0.4,10416.0
57358,20251210151300,9.6,1025.3,12,60,7.9,0.5,10340.3
57359,20251210151300,3.5,1008.8,50,346,2.3,0.0,10254.4
57363,20251210151300,18.7,1022.3,7,161,3.6,0.2,10170.7
57378,20251210151300,24.5,1006.1,88,123,7.7,0.3,10185.8
57381,20251210151300,16.3,1011.4,56,82,2.7,0.4,10484.0
57395,20251210151300,0.8,1012.5,65,336,5.5,0.7,10203.8
57399,20251210151300,7.9,1015.4,80,68,5.7,1.3,10129.1
57439,20251210151300,19.5,1000.3,18,170,14.1,0.9,10285.3
57445,20251210151300,17.1,1005.1,80,316,14.7,0.1,10161.3
57447,20251210151300,7.6,1023.9,21,294,8.5,0.7,10375.4
57458,20251210151300,29.2,1003.8,11,143,2.9,0.8,10051.2
57461,20251210151300,33.6,1020.9,94,103,6.9,1.3,10319.5
57476,20251210151300,26.3,1003.6,79,324,8.4,0.5,10342.1
57482,20251210151300,3.1,1016.1,70,29,10.5,1.2,10074.8
57483,20251210151300,19.2,1020.0,33,105,8.3,0.3,10319.4
57493,20251210151300,16.2,1006.8,13,190,2.9,0.6,10397.8
57494,20251210151300,10.1,1002.5,42,204,2.2,0.5,10372.1
57545,20251210151300,15.8,1024.9,84,330,12.0,0.7,10180.0
57573,20251210151300,7.8,1015.7,2,310,5.2,1.4,10372.8
57581,20251210151300,28.7,1007.8,29,21,13.8,0.4,10402.5
57583,20251210151300,2.0,1020.1,87,221,1.2,0.7,10004.2
57595,20251210151300,23.6,1025.3,70,4,1.5,0.1,10368.6
58402,20251210151300,28.7,1002.5,16,75,12.2,0.9,10249.2
58407,20251210151300,7.7,1026.3,96,106,14.6,0.1,10314.1
58500,20251210151300,3.7,1023.2,65,99,2.8,1.2,10476.4
57554,20251210151300,34.2,1011.3,83,118,5.3,0.2,10168.0
57562,20251210151300,31.8,1020.1,81,166,7.6,1.5,10260.8
57574,20251210151300,0.1,1020.0,87,260,9.8,0.5,10195.6
57584,20251210151300,14.7,1023.6,41,206,4.8,1.0,10053.0
57642,20251210151300,7.9,1018.3,0,11,2.1,1.0,10108.8
57649,20251210151300,12.6,1004.0,78,255,8.1,1.4,10393.8
57655,20251210151300,15.8,1001.8,62,229,12.3,1.0,10272.1
57662,20251210151300,27.3,1009.8,80,352,10.9,0.6,10447.3
57669,20251210151300,1.0,1003.0,8,39,11.0,0.8,10403.8
57671,20251210151300,8.1,1021.6,38,39,9.6,0.9,10220.2
57673,20251210151300,32.8,1005.5,60,306,11.8,0.2,10396.5
57679,20251210151300,34.3,1026.1,44,116,6.9,0.7,10312.5
57682,20251210151300,17.8,1021.5,24,170,3.5,0.3,10373.5
57687,20251210151300,19.5,1020.5,26,58,13.2,0.8,10208.4
57745,20251210151300,22.8,1021.7,52,106,13.4,0.4,10158.3
57749,20251210151300,10.2,1000.4,100,117,12.0,0.3,10222.6
57752,20251210151300,18.9,1002.9,42,29,9.6,1.0,10431.6
57758,20251210151300,33.2,1021.7,47,209,6.2,1.3,10184.4
57761,20251210151300,14.4,1004.3,90,115,0.2,0.6,10388.4
57766,20251210151300,28.8,1014.0,90,170,4.6,0.5,10024.0
57774,20251210151300,11.6,1009.8,19,287,1.4,0.7,10354.6
57776,20251210151300,31.0,1017.1,74,354,4.0,1.4,10136.0
57779,20251210151300,0.4,1017.2,52,341,7.2,1.4,10311.4
57780,20251210151300,2.4,1011.2,25,44,3.5,1.5,10182.6
57841,20251210151300,23.1,1018.4,97,210,6.2,1.3,10206.4
57845,20251210151300,22.8,1025.7,23,118,3.5,1.1,10096.3
57853,20251210151300,27.5,1022.4,5,290,3.6,0.5,10405.8
57857,20251210151300,15.8,1001.5,84,234,1.9,0.4,10443.9
57860,20251210151300,25.6,1007.1,32,270,1.5,0.9,10475.5
57866,20251210151300,12.9,1009.5,32,257,6.5,0.8,10427.0
57872,20251210151300,0.0,1025.6,50,236,8.5,0.5,10353.6
57874,20251210151300,12.1,1000.9,39,251,12.9,1.2,10262.8
57889,20251210151300,15.1,1007.5,37,187,12.6,0.7,10259.0
57965,20251210151300,34.3,1005.9,28,172,2.5,0.3,10172.8
57972,20251210151300,4.2,1001.3,53,122,5.6,1.3,10173.0
57974,20251210151300,9.2,1001.2,8,15,0.1,0.9,10254.2
50936,20251210151300,33.1,1017.0,39,264,9.6,0.4,10172.7
50945,20251210151300,22.4,1003.7,14,48,3.2,0.6,10072.4
50948,20251210151300,10.9,1016.5,18,101,11.0,1.5,10046.0
50949,20251210151300,1.7,1003.5,46,39,1.7,0.2,10259.0
54041,20251210151300,16.9,1003.5,10,352,9.5,0.2,10402.8
54049,20251210151300,34.3,1012.3,52,338,3.5,0.0,10100.4
54063,20251210151300,6.9,1018.2,33,288,3.2,0.0,10134.7
54064,20251210151300,19.3,1022.1,74,280,6.2,1.1,10017.0
54142,20251210151300,13.1,1001.6,18,112,6.1,1.5,10303.3
54157,20251210151300,0.9,1024.7,87,242,9.7,1.2,10198.4
54161,20251210151300,8.4,1019.2,63,214,1.1,0.5,10131.9
54165,20251210151300,4.6,1015.7,64,201,9.1,0.9,10117.5
54171,20251210151300,15.5,1013.0,48,276,13.1,1.3,10234.3
54181,20251210151300,4.5,1005.8,91,214,6.5,1.4,10169.8
54186,20251210151300,11.2,1005.9,73,197,2.8,1.1,10442.0
54195,20251210151300,4.0,1013.6,69,46,11.6,0.5,10437.0
54260,20251210151300,20.7,1022.2,15,292,14.2,0.0,10256.3
54263,20251210151300,2.6,1018.1,23,271,3.0,0.3,10387.3
54266,20251210151300,19.7,1016.7,76,332,11.3,1.0,10478.1
54273,20251210151300,24.1,1022.9,45,91,3.0,0.5,10498.0
54276,20251210151300,9.6,1025.8,29,143,11.7,0.8,10150.3
54284,20251210151300,1.0,1005.3,65,128,2.2,0.9,10285.1
54285,20251210151300,0.4,1024.2,67,63,8.9,0.1,10397.4
54286,20251210151300,10.2,1018.0,62,186,14.4,0.8,10490.3
54292,20251210151300,32.6,1014.0,10,125,1.5,1.5,10356.3
54363,20251210151300,13.2,1015.5,56,174,2.0,1.2,10185.3
54374,20251210151300,19.4,1003.5,45,78,12.8,0.1,10084.7
54377,20251210151300,16.9,1014.9,71,112,14.9,1.4,10251.3
54386,20251210151300,19.5,1004.7,24,113,4.4,0.6,10014.5
58026,20251210151300,11.1,1010.8,58,304,7.8,1.1,10034.4
58027,20251210151300,15.0,1025.3,91,245,1.8,1.0,10366.5
58038,20251210151300,4.8,1016.9,31,78,6.5,1.1,10408.5
58040,20251210151300,16.6,1019.5,56,63,0.9,1.5,10171.8
58047,20251210151300,10.4,1003.5,69,97,10.8,0.2,10482.0
58130,20251210151300,8.8,1009.0,74,80,14.0,1.3,10036.7
58135,20251210151300,10.8,1002.9,94,327,10.5,0.2,10069.0
58138,20251210151300,27.0,1006.0,69,16,1.0,1.1,10005.2
58141,20251210151300,27.2,1010.7,0,178,5.2,1.5,10078.2
58143,20251210151300,21.2,1005.8,4,22,3.8,1.3,10425.2
58150,20251210151300,22.8,1002.7,83,58,14.3,0.5,10367.4
58158,20251210151300,29.9,1018.7,56,231,3.7,0.1,10038.7
58238,20251210151300,0.0,1001.9,89,82,1.7,1.5,10158.7
58241,20251210151300,22.1,1024.4,28,236,11.9,0.4,10131.8
58251,20251210151300,15.7,1025.4,13,207,6.3,0.6,10458.7
58252,20251210151300,20.9,1003.4,17,170,7.1,0.2,10148.7
58255,20251210151300,31.1,1002.5,11,133,12.0,0.9,10100.2
58259,20251210151300,13.7,1000.4,44,70,13.1,1.0,10023.1
58265,20251210151300,10.0,1008.0,14,100,6.6,0.6,10030.2
58343,20251210151300,33.2,1017.0,16,321,12.0,0.9,10465.5
58345,20251210151300,9.3,1019.7,87,276,0.2,0.6,10126.7
58354,20251210151300,12.2,1005.1,4,221,3.7,0.3,10261.1
58356,20251210151300,2.0,1020.3,1,141,3.5,0.3,10458.6
58358,20251210151300,10.1,1014.7,61,73,7.2,0.2,10149.2
57598,20251210151300,14.2,1019.7,35,98,2.4,0.2,10492.8
57696,20251210151300,17.6,1019.8,21,179,2.1,0.8,10018.8
57789,20251210151300,26.0,1019.1,45,181,11.6,0.3,10050.6
57793,20251210151300,30.1,1007.9,58,4,9.8,0.7,10018.3
57799,20251210151300,7.1,1010.8,26,85,10.0,1.4,10434.1
57894,20251210151300,27.4,1008.4,60,143,14.4,0.6,10025.3
57896,20251210151300,31.7,1002.9,16,357,2.2,0.7,10334.4
57993,20251210151300,13.8,1024.3,72,19,12.2,0.7,10113.8
58506,20251210151300,2.3,1004.0,10,264,1.0,1.4,10191.3
